data,emoji,label
上海死亡51有点多，但是社会面降低至172例，解封指日可待，上海加油,[心],1
怎么办你这种该要什么管啊,[泪],0
致敬，能不能贴一些女性英雄不然又有极端女权来打你了,[泪],1
实至名归,[鼓掌],1
听我说谢谢你，因为有你，温暖了四川,"[doge],[赞]",1
这时候那些女拳师们集体装瞎了,[并不简单],0
国内媒体主流就是这样，不能破坏中日友好,[泪],1
"我们不能帮祖国的忙,唯一能做的就是安心在祖国安心在家、不给祖国添麻烦",[心],1
平息估计还早,[允悲],0
来这里县城隔离也不好好隔离到处跑。。。小县城不想停工停学，那些人外省来的自觉没有吗？都没自觉吗？老实人都乖乖听话，可是总有害群之马,"[怒],[摊手]",0
从哪里窜出来的男宝,[打call],0
永远记得，不会忘记！,[蜡烛],1
乌克兰的孬种样和日本对美国的态度如出一辙,[doge],0
你说刚修起，铺子卖不出去或者租不出去我信是风水问题，但是现在是被周围更高端的商业挤下去了，你说是风水问题我就觉得有点扯了,[doge],0
还是有正义感和良知的日本友人,[赞],1
许魏洲 CP饭的血好喝吗？开sei gi,[打call],0
郭嘉：老夫都死了1815年了，让我睡个好觉不行吗？干嘛啥事都扯上我？,[doge],0
这才是真正的有“鲸”无险,[good],1
感谢超话社区的鼓励我会继续努力哒[虎爪比心],[心],1
满腔热血出去贡献却换来这样的结果，汉教人做错了什么,[伤心],0
生命至上 百姓平安幸福 就是英雄们的理想和目标 感谢逆行者祈愿家人们平安健康🙏🙏,"[蜡烛],[鲜花],[心]",1
[开学季]啊？不是你支持层主意见跳出来反驳我的吗？语文不太好吧，逻辑分析有点差啊，断章取义不可取哦。这边建议多读书,"[憧憬],[吃惊],[doge]",0
还好没有来地铁医学院这边,[笑cry],1
我忍不住了，我真想冲上去就是一脚,[哼],0
是绿孔雀呀！境内数量实在太少了，真的要好好保护啊,[可怜],1
就喜欢看烂拳师跳脚太好看了,[舔屏],0
致敬英雄，谢谢你们给了我们现在的生活，感恩，感谢,[泪],1
这不是在国家有难的时候发国难财嘛，叉出去斩了,[doge],0
“东方红，太阳升。”致敬毛爷爷，致敬脚踏实地，无私奉献的中国航天人我们的征途是星辰大海,[心],1
并没有说这是真新闻哦，这完全是欧美媒体恐吓欧美群众呢,[并不简单],0
我就想问 这种一个人都没有的照片到底是几点去拍的,[允悲],0
恭喜！中国🇨🇳就是🐮,[good],1
我也是，阿宽塌房了我大学吃什么,[泪],0
我真的要被笑死在这些账号里,"[太开心],[允悲]",1
是前辈拿命换的和平，跟你有什么关系啊？整天上网跟女孩子吵架的碎嘴子，一点也不阳刚,[悲伤],0
人人持枪，他才不乱.gif,[笑而不语],0
开花了，大概是春天到了，但是，过两天居然谢了,[doge],0
看你能装到几时，机械狗,[偷笑],0
我骂得是几个上海名媛,[偷笑],0
面对现实吧小姑娘，绝大部分都是这片土地上的人，别人想站着你非让别人跪，不跪就是1450和50万，何苦呢你又不多挣一分钱,[太开心],0
中华民族永远启明星民族英雄！致敬！,[鲜花],1
摊上这么一套冤种班子真的是惨,[抱抱],0
那你怎么不穿汉服呢？你穿没穿过牛仔裤？说句不好听的，nk都是欧洲那边演变过来的，你有自己的信仰吗,[微笑],0
谁说了京哥不好京哥大粉川普同志第一个跳出来怼他,[doge],0
缺少教育俩蠢人，日本人在中国人身上产生的伤害，在电饭煲和汽车等这种新时代产品产生不了联想，但在日本传统和服上想起很多伤害，这是不灭的事实。这种支持日本传统元素在中国土地乱窜的行为，如同支持日本再次践踏国土的感觉一样。希望有关部门严惩这种人，不能让他们的无知，随意伤害人民群众。,[怒],0
致敬缉毒民警！请一定注意安全！,[鲜花],1
我想知道我老板看新闻吗？如果能推给他就好了，毕竟我们也有好几个月工资没发，社保月月扣但也两年没缴纳了，敢怒不敢言也不敢发朋友圈,[允悲],0
你好小韭菜,[鼓掌],1
你想干什么？你说这些话是什么目的？是谁指使你的？,[允悲],0
脸上的水干了之后一脸泥沙,[允悲],0
前有LNG，后有RNG左右NG牛逼,"[允悲],[doge]",1
孙颖莎比赛加油，健康涨球，下个赛场见,[心],1
看小说玩游戏，放松心情，放空自己,[心],1
:插旗插到漂亮国了插旗插到漂亮国了,[偷笑],1
成都的花花都看不完，晒太阳都搞不赢,[太开心],1
脸都不要了。,[允悲],0
我觉得，日本天皇没资格，他当纳粹，希特勒都觉得丢人。,[挖鼻],0
人家明明也在反讽，意思是50吨的东西不可能才一个人控制，这层楼里的不少人我看阅读理解是负的吧,[摊手],0
北约就是以美国为首的恐怖组织,"[吐],[怒],[弱]",0
我踏马竟然被这俩字看哭了,[悲伤],0
四川的高校多久解封啊,[泪],0
所以温江到底有不有事 孩子要返校了,[悲伤],0
致敬屠呦呦教授致敬为强大的祖国🇨🇳奋斗终身的科学家们,[心],1
坚持动态清零政策不动摇！这是两年来国内国外共同得来的经验，情况越是糟糕混乱，越要坚定信念！,[话筒],1
闭嘴吧，全评论区就你抖机灵,[爱你],0
白皮强盗说你的其实都是它们自己干过和正在干的 一群满嘴谎言的骗子,[吐],0
据我观察 现实生活中没人要的男的才会打男拳因为他们太失败了只能通过pua来钓个女的结婚可惜没人上套了我pyq唯一打男拳的一个就是雄竞失败的，追过四五个女的都没人理他他周围男的在背后跟我说觉得他十年之内都脱不了单，他知道吗嘻嘻,"[舔屏],[吃惊],[挤眼]",0
哦哟哦哟，本来么说出不了上海，发现人家就是上海出来的又开始说个人行为与城市无关舔得累不累啊,[哈哈],0
美好因笑容而来，丁真的笑容很美好。,[哈哈],1
自视清高的润人或者发达沿海地区的小白领 ，很多都在唱反,[doge],0
为啥是三个胎神我看都是病例2那个男性的密接，他去吃了火锅🙉🙉🙉🙉,[允悲],0
“我大英可以买俄能源，你不行，否则制裁你“！这逻辑//@陆锡鑫:#英国作家称若德国继续购买俄天然气也应被制裁#====这“英国作家”一看就是闲得蛋疼，出来瞎哼哼。英国不照样要进口俄罗斯能源？,"[衰],[允悲]",0
早上新闻一出评论区可好生热闹，一个个义愤填膺，忧国忧民，现在都选择性眼瞎,[doge],0
他们面前有火，背后有光。逆火而行，向光而生！致敬消防员指战员！愿每次出警都平安归来！,[心],1
学校钞能力,[泪],0
被猫在床上跑酷整醒了,[泪],0
送你一句诗“尔等身与名俱灭，不废江河万古流”感谢🙏互联网，让你可以在这肆无忌惮的狗叫也让大伙知道这个世界nt还是很多的,"[太开心],[嘻嘻]",0
当然是对结果不平啊，希望立即执行，女拳大军要是能到场就能伸张正义，那是我的愿望,[抱抱],1
非常好👍如果在图三、图四之后，出个有不同等级风险标记的地图做为图五，那就完美了。光是文字感觉不够直观。加油条条,[打call],1
你说的都对。不过，请离开我的评论区。,[弱],0
评论区里有好多50w，动不动就挑起事端纷争的女拳师。维护女性权益是没错，但走向极端比如在网络上肆虐发表不良言论引起更大矛盾，那就大错特错了。女拳师再这么胡闹下去一直灭了算了吧，看着糟心,[doge],0
我在上海，已经是抱着活着就不错了的心态天天坐牢了,[拜拜],0
读书破万卷，下笔如有神,[哆啦A梦吃惊],1
哇塞！家乡竟然被推了,[good],1
希望蓝朋友们出任务，永远都是平平安安的！,[心],1
哈哈哈哈哈哈！美国的新闻什么时候真实过，你们这群公知不还是信了？,[太开心],0
谢谢你没有直接给我按头一个莫须有的名号（例如减刑的 拿钱发评论） ，我也不想说平时也关注外网的一些新闻报道，想来你不会信。犹如现在疫情持躺平跟清零两种态度的人互相嘲讽一样，公说公有理谁也不服谁。但在中美关系这件事上，没有任何媚俗的余地，我坚定的站国家。,"[允悲],[嘻嘻]",1
真精致,[并不简单],1
另外，知道理亏了骂完人就堵嘴拉黑?你也知道自己又没逻辑有没素质，所以这么心虚啊？真是加倍好笑了,[doge],0
大号被封了吧,[doge],0
随口造谣的人是怎么想的,[拜拜],0
【#三个海域同时发布航行警告# 】多兵种联训，三个海域联动。这动静就很大了，老妖婆子真来，可能就回不去了。,[话筒],1
#和王一博一起防范森林火灾#,[加油],1
极端女权赶紧找个健身房打拳去吧,[打call],0
立案转公诉！,[泪],0
过来，我给你，不用谢，因为我是雷锋,[doge],1
恭喜小马哥战胜了反中白左,[吃瓜],1
我想问下 我8号 要到武侯区川大华西校区 考试 去那儿会不会带星啊 带星的话就要被隔离,[泪],0
自己去去哪网搜，穷老鬼,[doge],0
至于吗？这心理素质，美好的人生还没开始,[怒],0
工作以来所有学生送的小卡片,[太开心],1
大学生都被封了👀🔨？,[可爱],0
老板好淡定的看到板凳飞出切,[笑cry],1
东鹏特饮很棒啊，优秀,[打call],1
怪就怪在，都好好带好口罩，也都是按照两米距离的！但是核酸的时候，大白有时候消毒不是特别规范可能因为人多，来不及好好消毒的，小区的人好几次都说手套都搓进嘴里了最主要的还是阴阳楼一起做，不过这个现象暂时没了，最近的政策是分开好多点做，尽量不聚集了，也比之前重视消杀工作了,[允悲],1
作为一个爱好和平的大国，修一个几十平方公里的农业基地很合理吧,[喵喵],1
出生自带住房保障请多多安排,"[心],[赞]",1
太美了，红墙配繁花！,[心],1
清澈的爱，只为中国。–战斗口号,[心],1
死一两个美国官员，政府才会开始慌,[doge],0
果然是生活在水深火热恐惧之中,[跪了],0
上海来的能不能抓去集中隔离？我的假期,[泪],0
要积极向上，要永远阳光,[泪],1
对蒋公来说，国家利益在个人私利面前来说算个P,[doge],0
警察也是瞎搞 抢劫强奸杀人没抓完 抓什么偷盗诈骗啊,[doge],0
西方的话，一个字都不会信，感谢他们让中国人民更团结,[嘻嘻],1
你要被某群体冲了，快跑,[doge],0
护住的不仅是检材，更是希望大白们辛苦了，致敬！,[心],1
每天的必经之路,[打call],1
请问哪里领图上和评论区里的小姐姐,[doge],1
这是我的台词,[泪],0
买150份自己都觉得有问题的三无产品赠送给家人？？？什么脑回路？？？,[吐],0
hhhh居然还有这种专业,"[傻眼],[笑cry]",1
封存是铭记，重启是传承。,[心],1
145先来假设靶子，然后意图挑唆网友,[doge],0
死了去地狱见到元首，被阎王爷净化了就好了,[挖鼻],0
可以适时针对一下,[赞],1
不严谨，总共两部黑匣子，找到了一部语音记录器。最关键的另一部还没有找到。,[泪],0
[HO亲亲][HO亲亲][HO亲亲]跳起来青春活力四射,[加油],1
大胆点，再三年也白扯,[跪了],0
可别，可别说我这类人，我哪类人呀，挺会给人贴标签的，再写我没说她抨击极端女权不对，你怎么就说涉及我的权利了？把我归到极端女权，挺会定义人的，男宝好可怕,[泪],0
嚯，死了那么久的小号突然复活就为了装个理中客似的喊句反战口号？牛批,"[傻眼],[赞]",0
直到我自己上班，我才体会到了每天晚上下班都10点多是什么心情，有多疲惫,[泪],0
20年…人都饿死了,[允悲],0
大学生的教育学生的教育,"[怒],[伤心]",0
